0,0,0,7,11,0,0,25,97,4,2,0,0,0,0,0,
47,42,22,56,70,81,68,422,480,279,232,184,24,113,37,37,
23,23,8,34,34,50,102,273,556,114,104,49,28,28,10,16,
275,289,26,62,68,91,282,548,696,336,386,346,62,56,6,33,
74,298,20,22,24,22,11,18,25,20,19,14,10,6,4,7,
24,16,0,37,67,88,176,400,695,878,456,386,45,17,13,7,
128,376,53,147,173,308,197,516,422,665,743,801,52,125,216,317,
76,73,61,840,937,2197,143,343,312,437,478,423,60,175,264,608,
102,0,0,2586,1702,1463,0,42,128,168,430,481,0,142,265,247,
2607,54,8,106,128,114,12,25,38,33,77,210,129,138,93,18,
