3,4,4,4,12,7,37,10,59,8,10,5,5,6,4,0,
15,28,171,16,24,33,32,56,47,54,170,40,24,23,11,9,
33,45,382,52,55,68,41,58,101,66,136,40,42,53,29,16,
73,130,103,267,279,252,49,67,176,57,288,25,26,40,20,2,
81,157,147,1490,1256,323,94,116,214,210,593,201,122,122,44,36,
47,58,30,154,318,190,535,1206,1780,1148,1685,529,266,189,31,0,
200,821,356,266,378,672,825,1523,2226,907,1798,954,772,598,158,111,
131,216,123,468,598,2520,149,206,343,234,262,154,333,1542,434,92,
140,6,0,2508,1731,1451,268,728,1749,1342,1230,993,912,1213,400,46,
2675,66,46,163,220,240,98,197,304,741,926,684,631,726,141,54,
