42,265,248,30,38,47,91,104,46,25,18,22,14,16,12,9,
39,77,349,42,48,100,28,68,1042,272,188,404,61,55,30,17,
30,140,100,62,33,85,18,41,635,78,144,263,104,146,57,9,
265,76,118,20,23,54,11,32,695,49,151,572,161,75,22,0,
73,89,189,21,21,40,14,32,219,58,227,195,67,110,20,6,
0,0,50,50,8,30,0,0,4,6,2,7,0,4,0,0,
24,73,18,491,471,1539,7,24,33,22,27,60,169,96,111,8,
33,17,29,900,880,2003,17,30,50,45,38,168,297,117,124,29,
11,12,0,2252,1415,1117,12,0,0,0,0,0,13,0,0,0,
2298,33,19,5,6,26,2,29,92,122,126,16,31,181,9,0,
