33,89,132,40,47,43,28,21,26,22,20,316,148,224,465,53,
36,20,88,44,48,65,40,20,28,25,24,161,173,393,644,141,
28,26,183,38,39,53,40,16,22,16,16,44,135,341,532,118,
35,61,18,587,477,289,181,3,36,0,4,37,158,320,488,246,
27,54,25,382,414,139,61,17,58,15,30,55,119,174,384,421,
6,0,1,60,66,77,2,41,192,0,35,60,112,174,441,300,
40,25,24,357,84,206,75,56,101,16,46,133,248,172,218,634,
75,33,46,730,675,2245,53,68,135,38,168,333,531,374,392,843,
139,0,0,2437,1338,1196,60,0,4,22,162,386,478,350,358,464,
2515,7,2,144,150,151,10,22,38,83,100,178,217,272,225,220,
