5,122,34,13,23,13,16,35,4,10,7,10,8,13,11,18,
8,12,53,11,14,32,102,26,14,18,195,9,10,17,19,13,
6,6,168,38,24,33,11,4,3,38,46,14,58,75,87,80,
14,12,2,22,24,35,9,4,0,78,24,26,184,248,310,422,
0,0,2,134,108,29,0,0,0,1,4,3,1,3,3,6,
2,0,0,32,33,57,0,0,0,240,0,32,140,362,317,534,
38,29,19,217,80,238,25,16,17,119,42,80,238,229,286,967,
74,36,35,632,637,2145,45,45,26,278,88,179,493,394,393,1072,
125,0,0,2473,1484,1285,0,0,0,134,51,206,461,300,349,857,
2507,29,0,77,80,113,6,0,0,76,18,40,190,197,211,163,
