2,0,0,0,8,3,9,18,0,0,0,0,3,0,0,0,
28,22,32,28,33,80,28,69,539,114,227,343,92,145,29,17,
25,20,163,50,38,100,24,70,566,38,186,310,110,88,34,14,
218,49,20,5,14,36,8,43,395,21,124,417,64,127,1,0,
88,97,27,8,16,35,18,38,250,68,246,132,34,114,22,6,
0,0,14,0,10,40,0,44,369,126,246,220,64,126,173,0,
42,85,47,152,418,1418,27,76,301,136,350,256,170,66,61,24,
77,21,32,630,620,2012,36,74,272,294,432,193,228,225,74,45,
9,0,71,2260,1347,1122,0,2,0,0,6,18,0,0,0,0,
3153,48,0,0,3,30,17,30,75,86,101,18,58,71,0,2,
