0,0,0,0,9,2,2,22,18,8,1,0,0,1,0,0,
8,8,6,20,26,30,13,113,228,27,19,12,14,17,13,7,
44,30,21,78,85,108,78,168,696,168,364,214,210,312,57,28,
46,43,0,537,715,531,306,423,1125,574,408,444,93,97,60,22,
64,58,58,100,117,131,336,360,960,661,620,388,310,162,101,50,
0,0,1,408,70,48,0,0,4,4,4,0,0,0,0,0,
146,306,120,223,218,311,338,673,713,848,895,642,574,450,200,72,
152,100,80,724,843,2306,307,426,832,872,759,618,644,588,715,422,
124,0,0,2470,1642,1457,102,114,250,151,455,502,612,588,620,144,
2560,52,20,162,171,177,25,54,150,98,291,365,400,434,244,58,
