106,257,133,19,29,32,32,57,26,17,7,9,6,10,12,17,
34,24,18,28,34,78,58,470,402,354,172,257,41,30,28,39,
23,145,192,25,17,53,12,24,430,53,88,185,54,162,60,30,
242,80,12,10,10,38,2,31,153,68,56,345,120,189,136,71,
38,80,18,18,14,45,5,24,137,152,48,119,132,102,117,132,
9,0,0,0,20,55,0,52,122,471,122,178,47,194,132,284,
30,23,10,449,320,523,8,22,15,15,12,16,41,90,110,356,
77,38,42,664,674,1952,46,67,46,50,36,48,222,442,459,1044,
1,38,119,2208,1291,1146,0,30,0,0,0,0,0,23,0,0,
2906,32,15,32,9,45,0,100,87,90,92,85,29,227,149,374,
