28,22,11,18,32,50,128,140,329,186,142,127,48,45,44,60,
66,257,226,45,42,102,44,208,472,376,298,284,119,153,172,126,
16,134,116,33,13,42,11,112,127,135,82,139,20,9,12,18,
35,46,19,10,25,52,6,153,168,180,84,274,120,202,127,337,
100,62,10,0,6,19,4,98,113,304,242,66,12,6,4,8,
13,0,6,11,14,52,0,33,136,910,280,168,25,148,170,473,
53,38,18,218,386,1430,28,50,29,44,29,26,48,180,226,910,
42,6,12,489,490,2030,8,16,13,18,16,22,28,77,135,610,
156,0,0,2334,1396,1222,20,38,92,132,82,175,183,155,157,427,
3056,48,0,56,65,91,11,41,66,54,53,17,71,112,104,106,
