87,194,161,32,40,44,46,98,54,346,20,96,66,58,37,38,
22,62,88,46,54,65,90,64,80,52,25,274,121,325,122,58,
11,22,20,36,36,50,19,15,19,22,16,88,92,332,553,77,
33,47,12,30,44,56,8,12,0,27,14,85,81,505,621,689,
33,58,48,166,462,161,40,82,34,92,36,115,75,249,814,812,
0,16,6,41,84,79,0,3,0,308,2,108,68,282,879,997,
34,37,28,184,117,192,29,36,23,112,47,171,182,297,403,959,
45,61,49,720,768,1896,47,49,36,102,258,321,399,1079,636,1475,
20,30,0,2390,1487,1249,0,14,0,0,163,142,293,568,489,278,
2444,18,1,18,0,0,0,0,0,17,0,0,0,0,0,13,
