8,9,85,18,28,18,14,18,74,23,54,11,10,14,7,4,
9,12,260,11,14,23,19,27,47,42,155,26,20,27,19,8,
37,41,554,88,84,85,64,72,132,114,176,51,55,70,41,46,
102,125,207,629,281,363,77,116,204,358,633,234,108,102,91,8,
92,121,274,1781,1239,618,716,669,1782,635,1182,257,185,151,96,52,
41,48,98,505,830,500,623,1514,2320,1114,1318,429,361,298,54,0,
180,564,508,372,973,402,750,1355,1977,1082,1956,947,598,597,192,116,
71,72,92,438,517,2396,102,122,196,131,132,86,235,1062,438,98,
110,18,54,2582,1780,1550,261,445,942,1023,984,887,796,1014,507,0,
2568,74,75,161,195,210,292,111,265,298,583,571,426,635,137,39,
