13,176,48,13,22,21,24,25,81,12,9,8,12,18,18,17,
9,19,126,14,18,31,55,44,119,16,20,10,15,19,14,18,
34,70,166,66,54,82,74,59,76,77,64,70,130,336,318,286,
100,45,14,439,467,406,16,0,177,131,18,36,115,375,343,377,
30,89,24,399,358,198,24,14,29,221,20,54,102,280,275,279,
6,1,7,19,24,46,0,0,7,404,0,56,100,464,340,475,
33,25,23,100,165,188,22,17,24,108,25,100,178,237,273,923,
73,34,48,662,648,2006,44,32,42,182,100,247,368,446,350,1116,
154,0,21,2418,1450,1258,0,0,0,66,134,241,274,517,256,766,
2400,21,5,104,118,113,0,0,1,76,62,134,173,303,212,139,
