0,0,0,4,13,0,1,8,3,0,0,0,0,0,1,0,
21,17,14,34,46,47,61,207,224,34,30,14,13,14,10,5,
22,16,17,56,52,65,140,326,704,165,425,152,64,55,38,20,
53,29,8,554,920,395,430,687,1406,549,556,435,69,70,39,10,
6,10,26,62,182,58,6,5,13,8,10,9,1,4,2,0,
23,13,5,60,87,76,220,364,482,312,366,248,185,66,4,0,
25,25,11,100,101,91,59,96,126,78,119,132,386,325,142,37,
87,123,100,722,944,2208,595,792,1524,1113,911,720,746,681,565,127,
0,0,0,2419,1709,1418,313,404,1064,536,475,498,596,468,332,33,
2503,32,12,0,0,0,0,0,2,0,7,10,17,0,0,0,
