4,2,0,4,17,4,2,37,25,5,6,0,0,0,0,0,
24,14,24,36,46,56,82,408,436,73,42,28,17,28,19,13,
24,8,16,39,44,64,29,37,84,89,359,151,55,277,43,21,
49,22,36,54,82,84,443,658,1172,346,317,54,40,60,38,15,
6,9,156,8,12,12,6,8,14,14,12,4,4,6,4,2,
34,0,20,61,103,118,540,673,893,1288,458,344,207,94,28,0,
89,49,57,117,149,254,341,589,655,608,652,653,536,314,194,51,
122,71,94,827,1426,2309,274,432,620,627,643,594,620,578,507,318,
150,0,0,2502,1649,1379,74,119,220,126,377,475,556,488,320,66,
2607,45,41,128,160,163,38,56,82,51,184,365,331,430,189,20,
