3,245,132,10,8,10,5,6,29,7,11,5,4,8,10,16,
40,148,256,53,50,80,36,33,47,39,29,44,86,190,375,767,
27,26,166,39,33,58,20,17,37,26,18,21,95,166,318,382,
9,13,6,567,669,436,5,5,39,60,7,24,130,162,242,475,
2,2,6,700,872,276,2,4,28,5,2,5,9,11,16,24,
1,0,0,248,209,162,6,40,789,139,0,72,127,153,167,286,
26,111,87,200,87,228,9,16,48,16,8,12,33,23,28,72,
53,38,46,629,609,2274,39,238,380,73,30,154,340,186,297,852,
97,0,87,2477,1389,1248,0,49,137,0,0,23,213,194,277,803,
2353,7,0,70,74,103,16,72,96,25,0,0,31,164,155,545,
