11,151,20,14,21,20,18,22,65,8,56,62,27,57,100,44,
61,268,122,76,76,99,98,88,274,30,50,136,192,453,665,460,
30,88,152,60,49,64,95,52,162,15,18,23,78,302,447,506,
18,72,21,605,542,494,33,14,81,0,4,23,69,365,431,681,
37,133,26,584,589,213,48,62,174,21,27,60,96,303,350,606,
6,0,0,94,219,114,17,121,87,0,0,9,84,328,470,609,
44,36,29,523,110,299,110,110,106,23,22,90,173,249,347,1138,
76,41,46,652,676,2263,59,114,191,38,64,322,380,455,499,1386,
132,6,58,2470,1458,1250,0,0,32,0,45,177,281,514,498,1004,
2466,6,0,124,136,163,30,70,59,0,18,126,158,433,380,565,
