11,165,55,18,25,18,24,40,138,28,12,7,10,15,12,17,
20,22,142,20,26,41,42,99,151,27,32,12,16,27,27,24,
42,27,188,54,55,82,56,125,80,85,50,94,201,309,313,130,
178,69,16,32,36,45,13,6,35,201,9,30,192,396,377,343,
64,154,32,437,454,143,28,18,33,259,22,62,138,365,383,380,
12,0,2,22,40,71,4,0,8,282,2,60,98,402,482,587,
10,10,4,188,168,40,0,0,1,2,3,6,2,2,3,4,
83,48,64,674,652,2012,49,40,56,244,94,344,424,532,602,1236,
149,0,34,2428,1369,1221,8,0,0,118,78,261,313,544,544,726,
2344,19,5,100,108,107,0,0,2,102,39,122,193,314,251,135,
