94,350,181,22,35,46,138,142,289,68,97,105,22,18,19,38,
40,221,198,30,25,56,21,37,308,96,117,212,64,30,28,46,
0,44,133,29,12,26,1,14,114,30,69,141,40,8,8,14,
293,92,6,12,20,39,6,68,81,83,74,274,372,84,89,52,
0,9,7,2,7,13,0,12,20,136,101,68,22,2,2,10,
0,0,8,2,10,30,0,17,21,473,235,84,16,62,55,43,
19,26,25,314,410,180,17,30,19,22,19,14,32,73,124,628,
51,58,88,481,515,2042,63,72,49,58,49,55,274,406,531,1769,
0,12,64,2304,1420,1284,0,48,135,163,182,170,164,230,322,1076,
2953,49,0,0,0,2,8,17,0,0,0,2,16,0,0,0,
