28,79,60,2,13,5,2,1,8,4,6,3,4,2,0,0,
10,10,14,13,21,28,13,13,121,148,134,20,15,21,16,10,
36,34,381,60,66,70,36,34,91,98,145,40,43,50,41,36,
151,132,124,33,57,50,28,28,114,312,564,233,72,84,97,9,
58,53,96,867,1615,471,310,256,1234,504,889,254,112,99,68,37,
24,26,49,324,697,224,57,118,427,1000,895,469,316,259,44,0,
53,393,501,107,105,112,50,48,99,81,86,53,55,68,48,28,
18,16,120,362,974,2223,10,6,21,14,19,13,16,21,17,12,
119,0,32,2628,1798,1552,248,58,482,520,982,870,676,750,507,20,
2662,43,52,126,211,181,46,50,244,280,403,450,564,456,143,25,
