6,9,11,20,24,16,75,134,228,22,15,8,8,12,11,12,
12,6,8,13,16,29,86,67,253,60,58,40,21,28,6,11,
36,49,224,52,51,72,50,80,243,89,123,158,132,168,74,80,
30,24,56,594,683,261,0,16,429,61,60,55,133,229,70,489,
30,77,84,291,446,143,22,29,54,150,42,65,62,257,106,529,
0,0,0,30,66,74,0,0,49,243,7,82,46,313,67,229,
30,29,18,143,66,169,16,23,43,106,30,104,116,269,56,700,
44,42,58,708,780,1856,45,268,66,157,98,302,320,440,139,788,
13,0,0,2303,1447,1167,0,16,0,0,82,158,337,444,228,164,
2374,15,14,39,13,11,0,0,5,18,19,13,45,43,28,8,
