4,2,0,5,10,4,0,9,182,22,9,6,5,2,0,0,
0,0,0,8,10,17,6,42,64,79,12,1,1,4,2,1,
34,12,12,91,79,97,54,250,637,476,306,327,171,120,48,44,
40,13,0,101,103,109,268,392,823,712,445,414,100,88,49,53,
14,14,13,16,18,18,10,6,10,10,7,6,6,10,7,10,
22,0,0,111,120,116,114,208,614,1101,597,442,170,207,62,51,
10,32,0,29,62,14,0,4,7,2,0,0,0,2,1,1,
114,62,57,896,985,2330,153,288,226,542,560,550,597,534,469,1457,
130,0,0,2642,1793,1508,36,38,65,156,269,406,534,468,270,522,
2657,26,1,20,22,29,21,13,0,0,0,3,28,29,11,12,
