195,289,190,22,33,32,98,60,165,117,13,6,9,8,10,10,
23,18,20,18,28,53,91,64,556,412,34,24,19,16,16,26,
25,161,146,29,19,40,8,18,282,217,65,34,80,94,24,25,
96,51,110,7,13,14,0,1,6,41,68,38,87,48,49,145,
30,54,98,10,16,38,10,4,20,157,103,54,76,54,166,54,
4,0,0,0,14,30,0,2,146,65,112,56,20,10,38,80,
38,38,81,798,322,303,12,16,25,17,12,10,39,45,109,286,
56,18,22,785,850,2037,32,20,32,27,23,33,150,66,238,834,
1,6,137,2249,1390,1164,0,4,25,0,0,0,0,0,20,20,
3085,40,16,27,55,82,9,112,176,237,170,64,106,86,116,881,
