0,0,0,0,8,6,0,0,0,0,22,0,2,0,0,0,
0,0,0,6,0,3,0,0,0,4,15,0,0,0,0,0,
0,112,56,19,21,34,8,0,2,6,9,0,0,5,2,2,
0,2,0,2,10,3,0,0,0,44,44,7,0,0,0,0,
0,6,8,42,69,37,2,0,6,14,133,15,8,0,4,0,
0,0,30,5,30,25,0,0,17,54,86,38,4,0,0,0,
2,5,4,18,111,48,0,0,10,9,3,6,28,0,2,6,
35,101,106,1418,1993,2535,32,30,12,18,28,34,65,32,18,16,
0,0,0,2598,2051,1568,0,0,0,0,8,18,39,48,136,3,
2587,48,15,0,0,0,0,2,14,0,0,0,0,0,1,0,
