8,163,53,12,14,16,17,40,49,14,11,12,10,91,28,22,
41,56,145,44,55,72,119,34,42,72,160,73,150,30,30,20,
7,10,149,26,12,30,5,2,7,39,44,25,7,9,10,10,
14,13,3,25,30,41,6,4,2,80,8,24,136,319,389,268,
26,33,24,257,174,125,23,11,24,157,12,26,99,290,320,276,
4,0,2,16,30,54,0,0,0,317,0,21,78,297,353,475,
46,22,19,220,80,210,24,15,16,125,28,84,186,210,260,798,
77,39,50,638,644,2117,43,36,32,203,87,129,313,430,454,912,
165,7,29,2424,1438,1266,0,0,0,60,32,138,300,374,388,598,
2405,10,0,64,68,88,12,19,6,50,10,68,177,168,144,25,
