14,147,34,16,29,28,25,38,45,62,60,79,65,91,28,22,
41,56,145,44,55,72,119,34,42,72,160,73,150,212,178,69,
6,8,155,27,8,18,3,0,4,32,34,8,5,6,7,9,
9,9,7,28,36,43,5,0,2,81,10,18,130,290,373,305,
26,39,17,232,129,134,14,13,20,148,14,32,105,276,287,288,
6,0,0,13,22,53,0,0,0,302,0,20,87,312,356,507,
38,28,22,218,64,192,20,15,20,126,18,65,174,213,269,943,
72,33,44,662,674,2088,35,29,36,181,80,148,304,408,440,974,
138,0,66,2477,1471,1259,0,0,0,91,79,126,272,327,361,571,
2410,27,0,59,65,89,2,6,16,65,4,68,172,168,122,40,
