0,0,0,1,10,5,6,26,6,0,0,0,0,0,0,0,
32,25,39,49,49,56,147,408,389,328,148,41,39,42,24,12,
22,19,395,45,45,66,66,66,196,180,390,150,59,41,26,11,
20,16,21,23,45,50,54,64,313,427,544,388,30,26,5,0,
0,2,9,2,4,5,4,0,2,0,1,0,1,1,1,1,
4,9,9,10,44,27,21,23,42,23,24,11,14,9,4,0,
136,88,102,213,224,207,517,886,1204,723,1212,690,528,505,262,56,
25,13,30,656,960,2273,87,94,214,172,150,116,106,112,61,33,
97,9,36,2332,1678,1436,176,174,606,522,280,296,301,289,172,16,
2364,18,26,54,98,102,234,136,286,410,424,356,348,328,182,10,
