6,12,10,10,20,14,32,49,151,11,12,3,3,3,4,7,
8,16,13,11,19,29,31,22,40,18,240,110,45,36,12,22,
14,15,12,32,24,26,14,12,13,18,34,59,35,88,144,32,
2,27,2,94,216,124,7,2,118,24,19,38,50,260,300,774,
14,60,12,34,52,68,24,20,22,101,25,30,48,174,179,620,
0,2,0,14,28,50,0,0,0,126,5,16,42,160,238,404,
16,23,14,140,56,136,17,15,21,48,30,66,83,132,142,849,
25,38,40,648,756,1758,25,32,45,77,166,155,186,272,211,773,
6,8,0,2250,1442,1157,0,0,16,18,165,116,96,260,217,234,
2255,0,0,0,0,0,0,18,0,0,0,0,0,3,13,20,
