65,73,42,32,45,34,34,41,189,122,235,128,82,59,29,32,
41,32,257,49,57,76,50,110,185,88,234,189,146,251,88,60,
8,6,154,22,13,29,37,153,66,32,13,7,6,14,8,9,
12,8,5,15,22,24,6,2,4,166,13,39,183,257,248,89,
30,112,87,417,407,124,16,12,18,249,23,54,124,231,244,185,
8,0,4,16,36,56,2,0,0,296,0,77,82,414,342,325,
45,24,21,52,70,176,23,17,14,111,21,120,178,232,292,734,
72,33,53,656,654,1944,44,33,38,157,48,201,321,378,424,1126,
156,0,49,2424,1424,1257,0,1,2,81,25,146,216,426,424,784,
2370,13,6,106,120,136,0,0,0,93,22,100,142,244,282,217,
