0,0,0,2,20,4,0,27,245,4,1,0,1,0,0,0,
36,30,22,58,87,76,67,608,709,311,202,64,46,64,28,37,
26,28,10,49,77,84,67,346,760,305,450,309,57,58,16,28,
24,42,19,59,108,85,208,515,826,542,695,465,79,80,16,20,
0,0,4,0,1,0,0,0,0,0,0,3,4,0,0,0,
16,3,0,97,308,107,169,209,602,1003,654,551,197,380,181,157,
80,76,25,142,463,190,217,248,252,569,770,731,432,488,209,440,
0,1,11,678,813,2295,36,51,18,37,74,73,55,154,157,606,
0,0,0,2650,1737,1454,0,8,42,108,330,398,330,392,306,137,
2604,28,11,24,0,0,0,0,2,7,17,0,0,0,0,0,
