21,153,150,22,27,27,19,34,12,12,10,45,88,99,244,40,
61,75,134,70,71,96,73,49,39,30,34,129,478,691,1485,747,
59,136,247,73,62,80,73,32,46,23,28,51,188,508,892,696,
20,14,8,540,356,102,65,3,97,3,3,36,248,530,658,931,
38,34,25,609,394,137,171,18,86,20,21,51,125,240,489,893,
13,3,0,157,76,69,10,0,5,0,0,38,109,245,580,711,
100,176,101,376,93,404,81,63,109,29,34,154,246,248,299,1163,
86,97,105,633,571,2153,163,109,201,54,152,312,501,418,432,1388,
148,13,33,2441,1332,1169,80,0,96,0,109,268,463,386,458,1001,
2531,24,14,132,128,162,20,40,93,17,94,161,261,324,355,608,
