13,96,77,15,32,40,124,86,26,20,18,9,8,11,6,5,
27,64,298,28,36,83,35,58,789,494,184,215,57,43,12,12,
24,37,232,54,39,85,32,64,714,230,196,230,80,76,10,11,
155,50,28,10,18,50,13,40,707,164,189,387,27,68,0,0,
68,98,30,14,20,45,19,46,392,122,316,96,38,56,5,8,
2,0,12,1,14,54,9,44,566,213,408,157,39,330,0,0,
39,36,23,215,124,1464,39,70,445,252,548,182,66,173,20,18,
60,30,36,522,504,1939,46,80,344,509,512,170,140,177,30,34,
74,0,53,2236,1355,1113,0,14,185,172,146,168,150,41,0,0,
3039,10,0,35,42,64,22,6,64,93,38,30,100,149,0,0,
