234,134,5,14,28,23,11,13,90,112,85,22,11,13,4,4,
19,13,17,23,30,45,32,72,138,199,148,44,16,24,13,11,
37,146,20,46,37,56,39,68,100,99,201,35,26,32,26,64,
81,62,204,77,100,128,552,655,1760,524,453,236,92,114,70,22,
120,88,259,1748,1110,605,666,538,1363,687,797,208,119,121,66,62,
69,28,26,811,322,266,526,952,1588,1317,680,174,190,161,16,0,
8,32,11,26,23,24,3,3,8,1,0,0,0,0,0,0,
78,52,62,610,1129,2266,84,105,166,140,125,93,425,554,265,157,
183,22,36,2664,1818,1500,164,84,262,189,513,586,431,569,206,32,
2695,28,12,115,148,167,36,40,125,120,136,326,303,300,14,34,
