1,2,1,3,12,3,6,19,59,11,2,0,2,1,0,0,
33,21,33,44,72,66,158,495,644,90,52,43,45,49,30,25,
82,61,487,115,172,153,422,616,1697,374,570,202,132,142,90,135,
64,26,70,118,201,147,1076,853,2239,960,766,309,117,136,86,67,
7,7,8,2,4,2,0,0,2,1,2,1,2,4,4,4,
89,0,50,97,205,169,691,984,1433,2259,618,393,270,190,27,13,
36,13,12,32,125,84,35,38,57,35,28,84,404,277,50,26,
74,46,78,650,744,2212,159,146,260,169,269,370,724,634,400,76,
36,0,4,2438,1543,1616,140,109,214,108,412,724,723,691,522,0,
2457,16,4,12,16,25,21,25,37,31,34,53,44,30,5,0,
