0,0,0,0,9,1,0,0,4,2,3,3,3,0,0,0,
0,0,0,0,0,9,1,1,14,7,6,1,1,2,1,5,
25,18,98,68,77,60,50,69,235,173,279,53,51,57,26,16,
64,122,101,114,419,94,102,138,364,724,477,306,111,130,22,4,
34,180,158,118,200,77,57,65,116,58,62,53,55,60,27,14,
51,4,64,542,412,206,504,897,1724,1269,1070,444,425,272,64,0,
50,50,172,188,592,124,101,151,236,126,122,102,459,256,98,33,
66,40,68,525,656,2058,108,133,218,115,126,107,347,1000,248,46,
64,0,24,2424,1664,1584,100,197,356,200,833,981,818,858,430,4,
2419,32,0,13,23,21,7,17,30,15,68,60,60,67,36,6,
