7,8,9,20,13,12,68,40,146,22,12,8,8,9,8,8,
14,23,14,27,30,25,72,56,150,36,84,68,32,40,17,20,
12,19,43,29,29,46,21,21,37,54,52,181,106,104,128,14,
12,10,5,502,641,477,6,10,35,56,18,82,154,200,193,114,
29,66,24,176,202,97,20,22,26,119,34,52,91,156,154,82,
0,0,0,12,37,51,0,0,1,145,9,57,64,149,154,24,
35,23,12,145,54,136,13,18,20,32,34,103,182,128,89,363,
53,34,40,684,740,1769,30,30,41,53,156,195,332,225,204,218,
97,16,0,2209,1385,1160,0,0,6,0,119,137,174,266,198,56,
2268,2,0,6,8,16,10,21,2,0,4,16,24,25,20,21,
