20,130,101,22,38,33,43,101,120,133,33,17,13,16,17,21,
22,18,18,26,36,58,104,43,217,314,286,219,73,52,24,24,
14,14,19,22,19,38,50,42,130,51,81,157,94,100,104,18,
24,36,46,474,712,445,0,4,60,47,50,69,130,168,188,240,
34,85,86,121,308,128,22,25,79,143,38,62,100,240,292,398,
5,0,5,14,40,61,0,0,0,198,6,69,60,301,209,303,
34,32,21,126,52,150,14,21,22,74,20,85,112,220,150,632,
50,32,48,721,802,1930,46,161,40,89,114,220,304,270,161,702,
89,0,0,2337,1511,1168,20,0,0,0,102,120,209,274,130,98,
2404,15,14,67,44,48,0,6,8,24,72,41,103,82,79,16,
