0,0,0,2,9,0,1,19,39,0,0,0,0,0,0,0,
9,4,3,13,21,32,22,230,157,20,20,16,6,12,8,5,
16,19,13,58,62,84,110,260,818,116,235,128,46,44,28,25,
12,18,0,37,65,71,368,520,1100,252,317,426,70,52,20,14,
0,0,4,0,0,0,2,2,6,6,0,0,0,0,0,0,
0,0,0,49,79,88,302,502,797,900,474,347,116,101,12,4,
55,47,30,139,261,280,312,614,518,623,686,593,362,316,197,118,
50,47,49,918,1166,2306,249,305,709,583,529,485,479,498,404,252,
0,0,0,2556,1744,1495,106,61,247,48,296,441,333,452,226,44,
2583,42,21,0,0,0,0,0,0,0,19,0,0,0,0,0,
