12,5,8,13,26,17,10,26,147,85,56,14,10,12,6,6,
32,27,214,28,38,54,47,230,388,53,36,25,23,26,12,13,
102,76,446,122,160,186,292,634,1276,290,469,219,128,154,77,144,
106,34,68,864,961,308,770,859,1513,829,824,474,166,260,159,67,
17,13,17,29,32,29,30,29,43,29,24,16,15,17,8,8,
72,5,34,126,199,232,684,971,1341,2108,627,371,269,314,55,12,
132,77,94,166,317,253,443,1052,859,871,653,615,406,270,69,61,
74,41,62,605,694,2210,105,132,217,156,237,395,724,556,238,58,
109,0,2,2539,1649,1559,93,99,238,106,627,804,674,623,180,6,
2545,25,29,126,177,198,63,80,146,98,298,615,530,416,90,52,
